X,Y,OBJECTID,Join_Count,TARGET_FID,Join_Count_1,Incident_No,Time_Begun,UCR_No,HPD_Beat,HPD_District,Offense,Address_Range,Premise_Type,X_Coord,Y_Coord,Zip_Code,Time_Frame,SNB_No,SNB_Name,Council_District,HPD_Division
-95.383493196691219,29.742440335471287,1,1,1,1,111321518,2018-08-31T22:30:00.000Z,7031,1A20,1,Auto Theft,300-399 HAWTHORNE,"Multi-Plex Home (Duplex,T",3115960.81779,13835236.8273,77006,3,24,NEARTOWN - MONTROSE,C,Central Division
-95.293407594318325,29.706214669073532,2,1,2,1,105940318,2018-08-19T22:30:00.000Z,7001,11H20,11,Auto Theft,7000-7099 KELLER,Residence or House,3144951.4707,13822965.51529,77087,3,70,PECAN PARK,I,Eastside Division
-95.587439882456579,29.675232227686795,3,1,3,1,106316318,2018-08-20T23:39:00.000Z,4043,19G40,19,Aggravated Assault,11900-11999 BISSONNET,"Road, Street, or Sidewalk",3051983.80604,13808863.72057,77099,3,25,ALIEF,F,Westside Division
-95.392257532496757,29.845537479567355,4,1,4,1,115383318,2018-09-10T19:30:00.000Z,6071,6B10,6,Theft,500-599 E TIDWELL,Clothing Store,3112024.59617,13872623.23572,77076,2,45,NORTHSIDE/NORTHLINE,H,North Division
-95.588626869702665,29.736036508221812,5,1,5,1,114099318,2018-09-07T20:24:00.000Z,6071,20G30,20,Theft,2700-2799 S KIRKWOOD,Department or Discount St,3050962.19819,13830953.57798,77082,2,19,WESTCHASE,F,Westside Division
-95.267824107177702,29.801284388417631,6,1,6,1,111959418,2018-09-02T20:00:00.000Z,6141,9C30,9,Theft,4400-4499 N MCCARTY,"Road, Street, or Sidewalk",3151965.71795,13857776.80528,77013,3,53,EL DORADO / OATES PRAIRIE,I,Northeast Division
-95.260525808619263,29.792265107297204,7,1,7,1,109727018,2018-08-28T14:09:00.000Z,6161,9C30,9,Theft,9600-9699 WALLISVILLE,Vacant Industrial or Manu,3154384.05285,13854572.64392,77013,3,58,NORTHSHORE,I,Northeast Division
-95.424727775928474,29.677927207393509,8,1,8,1,116449718,2018-09-12T20:00:00.000Z,6131,15E40,15,Theft,9900-9999 BUFFALO SPEEDWAY,Apartment Parking Lot,3103598.9058,13811386.58913,77054,2,35,SOUTH MAIN,K,Southwest Division
-95.379715844016403,29.743122342111082,9,1,9,1,107381818,2018-08-23T11:45:00.000Z,5023,1A20,1,Burglary,3200-3299 LOUISIANA,Apartment,3117151.25135,13835521.78983,77006,3,62,MIDTOWN,C,Central Division
-95.545738323988203,29.6905696342148,10,1,10,1,114428518,2018-09-07T22:00:00.000Z,7001,18F60,18,Auto Theft,9200-9299 BEECHNUT,Apartment Parking Lot,3065055.4422,13814827.09567,77036,2,26,SHARPSTOWN,J,Midwest Division
-95.640564985006378,29.735637871659833,11,1,11,1,105383218,2018-08-18T07:30:00.000Z,6033,20G80,20,Theft,14300-14399 WESTHEIMER,Restaurant or Cafeteria,3034490.49383,13830331.61679,77077,3,17,ELDRIDGE / WEST OAKS,F,Westside Division
-95.309268664953763,29.851072590863502,12,1,12,1,109707018,2018-08-28T15:47:00.000Z,6141,8C10,8,Theft,9700-9799 SHADY,Residence or House,3138256.87993,13875455.82528,77016,3,47,EAST LITTLE YORK / HOMESTEAD,B,Northeast Division
-95.468184555173252,29.725352657746182,13,1,13,1,113662318,2018-09-06T20:00:00.000Z,6141,17E10,17,Theft,5300-5399 S RICE,Other Parking Lot,3089285.5237,13828204.80386,77081,3,27,GULFTON,J,South Gessner Division
-95.565360565827888,29.653671759737492,14,1,14,1,110265718,2018-08-30T01:00:00.000Z,4042,17E30,17,Aggravated Assault,11500-11599 SOUTHWEST ,"Road, Street, or Sidewalk",3059222.14976,13801232.36609,77031,3,36,BRAYS OAKS,K,South Gessner Division
-95.617033981531193,29.661841848613854,15,1,15,1,109666118,2018-08-28T08:00:00.000Z,6141,19G40,19,Theft,13300-13399 W BELLFORT,Other Parking Lot,3042731.19425,13803723.67802,77099,3,25,ALIEF,F,Westside Division
-95.380826554943667,29.828978489304145,16,1,16,1,114394518,2018-09-08T14:08:00.000Z,6073,3B50,3,Theft,4400-4499 NORTH ,Department or Discount St,3115832.95607,13866716.49565,77022,2,45,NORTHSIDE/NORTHLINE,H,North Division
-95.395145562189271,29.78176366904157,17,1,17,1,105616118,2018-08-18T14:00:00.000Z,6143,2A30,2,Theft,600-699 CORTLANDT,"Road, Street, or Sidewalk",3111824.1974,13849415.25399,77007,3,15,GREATER HEIGHTS,C,Central Division
-95.397671993167563,29.937528485221272,18,1,18,1,105611318,2018-08-19T09:30:00.000Z,6191,22B30,22,Theft,16300-16399 IMPERIAL VALLEY,Apartment,3109278.71116,13906006.97079,77060,3,2,GREATER GREENSPOINT,B,North Belt Division
-95.527917150462002,29.679981793265469,19,1,19,1,103317018,2018-08-14T04:00:00.000Z,6143,17E20,17,Theft,8300-8399 NAIRN,Residence or House,3070825.38784,13811146.28209,77074,3,30,BRAEBURN,J,South Gessner Division
-95.38233606809581,29.749322093835399,20,1,20,1,105606518,2018-08-18T23:30:00.000Z,6141,1A20,1,Theft,100-199 DENNIS,"Road, Street, or Sidewalk",3116250.44248,13837749.42566,77006,3,62,MIDTOWN,C,Central Division
-95.473923326852187,29.634883535534467,21,1,21,1,112685018,2018-09-04T00:01:00.000Z,6193,16E30,16,Theft,6000-6099 GREEN HEATHER,"Other, Unknown, or Not Li",3088456.63749,13795267.73594,77085,3,40,CENTRAL SOUTHWEST,K,Southwest Division
-95.320518011631208,29.800367314675434,22,1,22,1,105347018,2018-08-18T17:57:00.000Z,6033,7C20,7,Theft,5000-5099 CAVALCADE,Residence or House,3135272.66212,13856914.02285,77026,3,52,KASHMERE GARDENS,B,Northeast Division
-95.56436117483787,29.674383676690642,23,1,23,1,105244018,2018-08-18T11:00:00.000Z,6031,19G50,19,Theft,10400-10499 BISSONNET,"Hotel, Motel, Inn, Etc.",3059318.21357,13808769.83127,77099,3,25,ALIEF,J,Westside Division
-95.35882081133407,29.777873704415921,24,1,24,1,109673618,2018-08-28T17:00:00.000Z,6133,2A10,2,Theft,1900-1999 GENTRY,Residence or House,3123385.34571,13848358.3054,77009,3,51,NEAR NORTHSIDE,H,Central Division
-95.364583106724368,29.689808853229462,25,1,25,1,105857518,2018-08-19T23:16:00.000Z,6193,14D10,14,Theft,3800-3899 SOUTHLAWN,Apartment,3122553.5738,13816293.65679,77021,3,68,GREATER OST / SOUTH UNION,D,Southeast Division
-95.385729191427231,29.737113288621913,26,1,26,1,114391418,2018-09-07T17:00:00.000Z,6143,1A20,1,Theft,500-599 BRANARD,Apartment Parking Lot,3115311.45403,13833278.72935,77006,2,24,NEARTOWN - MONTROSE,C,Central Division
-95.604711015818424,29.71667466911132,27,1,27,1,110926018,2018-08-30T16:00:00.000Z,6141,20G70,20,Theft,3800-3899 S DAIRY ASHFORD,Commercial Parking Lot or,3046064.36136,13823767.4428,77082,3,17,ELDRIDGE / WEST OAKS,F,Westside Division
-95.544976785775376,29.768570312178699,28,1,28,1,114388518,2018-09-08T02:15:00.000Z,6144,20G50,20,Theft,12300-12399 MOSSYCUP,Residence or House,3064459.31298,13843185.42578,77024,2,16,MEMORIAL,G,Westside Division
-95.49215623381248,29.661828364543965,29,1,29,1,108366018,2018-08-24T17:50:00.000Z,4043,15E20,15,Aggravated Assault,10900-10999 HILLCROFT,"Road, Street, or Sidewalk",3082373.4016,13804886.98067,77096,3,37,WESTBURY,K,Southwest Division
-95.306573518961059,29.800437851488045,30,1,30,1,105385318,2018-08-18T00:01:00.000Z,5041,7C20,7,Burglary,6300-6399 CAVALCADE,Bar or Night Club,3139692.20751,13857079.04185,77026,3,52,KASHMERE GARDENS,B,Northeast Division
-95.409529723533097,29.928357543092041,31,1,31,1,114789118,2018-09-09T12:30:00.000Z,6071,22B30,22,Theft,000-099 BUCKBOARD,Specialty Store (Non-Spec,3105627.18898,13902558.01297,77037,2,2,GREATER GREENSPOINT,B,North Belt Division
-95.50096342470782,29.677148449830703,32,1,32,1,115685318,2018-09-08T00:01:00.000Z,6192,15E10,15,Theft,6200-6299 S BRAESWOOD,Driveway,3079410.9797,13810371.5005,77096,2,31,MEYERLAND AREA,C,Southwest Division
-95.442007285325531,29.691633555832908,33,1,33,1,106452618,2018-08-20T17:00:00.000Z,5031,15E30,15,Burglary,4000-4099 N BRAESWOOD,Residence or House,3097963.0075,13816200.98876,77025,3,32,BRAESWOOD,C,Southwest Division
-95.451024450770248,29.613288629201264,34,1,34,1,106451018,2018-08-20T22:30:00.000Z,5031,16E20,16,Burglary,4800-4899 W FUQUA,Apartment,3095965.81471,13787638.95543,77045,3,40,CENTRAL SOUTHWEST,K,Southwest Division
-95.464196214305758,29.730666788218127,35,1,35,1,114763718,2018-09-08T23:00:00.000Z,7031,18F20,18,Auto Theft,3300-3399 MCCUE,Apartment Parking Lot,3090492.38104,13830174.5523,77056,2,21,GREATER UPTOWN,G,Midwest Division
-95.53593005835252,29.779462278346728,36,1,36,1,114386718,2018-09-07T20:00:00.000Z,6163,20G50,20,Theft,300-399 MEMORIAL CITY,Specialty Store (Non-Spec,3067210.85908,13847229.29605,77024,2,16,MEMORIAL,G,Westside Division
-95.40326623897603,29.708505757363241,37,1,37,1,114060318,2018-09-07T07:45:00.000Z,6061,10H70,10,Theft,6600-6699 MAIN,Hospital,3110068.57705,13822709.49636,77030,2,33,MEDICAL CENTER AREA,C,South Central Division
-95.386114586036342,29.83596803648177,38,1,38,1,110685918,2018-08-30T22:45:00.000Z,5041,3B50,3,Burglary,4700-4799 NORTH ,Commercial Building,3114078.57942,13869205.1426,77022,3,45,NORTHSIDE/NORTHLINE,H,North Division
-95.389910520366072,29.845506578425397,39,1,39,1,106106718,2018-08-17T20:00:00.000Z,7023,3B50,3,Auto Theft,600-699 E TIDWELL,"Other, Unknown, or Not Li",3112768.62339,13872634.95998,77022,3,45,NORTHSIDE/NORTHLINE,H,North Division
-95.374031576790912,29.697360885940043,40,1,40,1,105608518,2018-08-19T03:00:00.000Z,7031,14D10,14,Auto Theft,3300-3399 YELLOWSTONE,Apartment Parking Lot,3119470.02228,13818945.35914,77021,3,68,GREATER OST / SOUTH UNION,D,Southeast Division
-95.136574657260681,29.598991136274194,41,1,41,1,115492518,2018-09-11T03:46:00.000Z,6141,12D50,12,Theft,13900-13999 GARDEN CREEK,Residence or House,3195999.26743,13785608.62394,77059,2,81,CLEAR LAKE,E,Clear Lake Division
-95.439789963484543,29.72855854118183,42,1,42,1,106234618,2018-08-20T18:15:00.000Z,6141,1A50,1,Theft,3900-3999 SOUTHWEST ,Restaurant or Cafeteria P,3098257.9819,13829643.23458,77027,3,87,GREENWAY / UPPER KIRBY AREA,C,Central Division
-95.405505093658263,29.787152319110767,43,1,43,1,110345618,2018-08-30T02:00:00.000Z,3003,2A30,2,Robbery,900-999 NICHOLSON,"Road, Street, or Sidewalk",3108479.37088,13851272.71563,77008,3,15,GREATER HEIGHTS,C,Central Division
-95.341556449263408,29.654434179666399,44,1,44,1,106909518,2018-08-17T12:00:00.000Z,6193,14D20,14,Theft,5300-5399 HIGGINS,Residence or House,3130263.25144,13803664.71352,77033,3,71,SUNNYSIDE,D,Southeast Division
-95.644865517699202,29.788634973236611,45,1,45,1,106343418,2018-08-18T03:00:00.000Z,7001,4F30,4,Auto Theft,1200-1299 N SH 6,Service or Gas Station,3032573.46279,13849556.14331,77084,3,9,ADDICKS PARK TEN,A,Northwest Division
-95.315039977684933,29.680597788109097,46,1,46,1,110197418,2018-08-29T20:30:00.000Z,7003,13D10,13,Auto Theft,5800-5899 LEDBETTER,Residence or House,3138381.2235,13813438.13128,77087,3,73,GOLFCREST / BELLFORT / REVEILLE,I,Southeast Division
-95.236667684677272,29.849163243397658,47,1,47,1,103574518,2018-08-14T16:55:00.000Z,4043,8C40,8,Aggravated Assault,10100-10199 VALLEY BREEZE,Residence or House,3161281.78193,13875495.1618,77078,3,49,EAST HOUSTON,B,Northeast Division
-95.46750688213848,29.62363713826279,48,1,48,1,106231918,2018-08-19T22:00:00.000Z,6141,16E30,16,Theft,5700-5799 DARLINGHURST,Driveway,3090617.51503,13791241.65476,77085,3,40,CENTRAL SOUTHWEST,K,Southwest Division
-95.50880613109257,29.851155679395021,49,1,49,1,107512618,2018-08-23T17:00:00.000Z,6073,5F30,5,Theft,13400-13499 NORTHWEST ,Department or Discount St,3075033.14167,13873544.16783,77040,3,4,FAIRBANKS / NORTHWEST CROSSING,A,Northwest Division
-95.365810530078747,29.938613121037196,50,0,50,1,106493618,2018-08-21T11:40:00.000Z,7033,22B40,22,Auto Theft,1300-1399 N SAM HOUSTON PKWY E,Hotel or Motel Parking Lo,3119353.0307,13906713.37443,77032,3,,,B,North Belt Division
-95.36710694963152,29.685044471374248,51,1,51,1,105294318,2018-08-18T13:00:00.000Z,6031,14D20,14,Theft,3800-3899 SEABROOK,Convenience Store,3121806.45352,13814537.13277,77021,3,68,GREATER OST / SOUTH UNION,D,Southeast Division
-95.355944976122061,29.734996066439603,52,1,52,1,112273518,2018-09-03T19:35:00.000Z,4041,10H50,10,Aggravated Assault,3100-3199 MCGOWEN,"Road, Street, or Sidewalk",3124782.93109,13832802.47532,77004,3,67,GREATER THIRD WARD,D,South Central Division
-95.360725027325685,29.781925252342734,53,1,53,1,107831818,2018-08-24T11:00:00.000Z,7031,2A10,2,Auto Theft,1000-1099 QUITMAN,Grocery Store or Supermar,3122735.73666,13849812.08737,77009,3,51,NEAR NORTHSIDE,H,Central Division
-95.316538021885989,29.774658663255032,54,1,54,1,107478418,2018-08-23T16:23:00.000Z,6071,7C10,7,Theft,5400-5499 EAST ,Department or Discount St,3136828.70105,13847609.74062,77020,3,55,GREATER FIFTH WARD,B,Northeast Division
-95.476003366661885,29.725442474923362,55,1,55,1,107133618,2018-08-22T19:30:00.000Z,6071,17E10,17,Theft,5500-5599 SOUTHWEST ,Miscellaneous Business (N,3086804.07734,13828162.60185,,3,27,GULFTON,J,South Gessner Division
-95.234748623418639,29.773930292694022,56,1,56,1,104386118,2018-08-16T13:53:00.000Z,6071,9C30,9,Theft,11000-11099 EAST ,Specialty Store (Non-Spec,3162770.44852,13848171.15021,77013,3,58,NORTHSHORE,I,Northeast Division
-95.447562595663626,29.743389589028546,57,1,57,1,104353118,2018-08-15T20:30:00.000Z,6141,1A40,1,Theft,2300-2399 SUFFOLK,"Road, Street, or Sidewalk",3095628.47351,13834958.80145,77027,3,23,AFTON OAKS / RIVER OAKS AREA,G,Central Division
-95.367318756181589,29.654078746794415,58,1,58,1,104871118,2018-08-17T00:01:00.000Z,6143,14D20,14,Theft,4100-4199 DAWSON,"Other, Unknown, or Not Li",3122088.93059,13803280.51611,77051,3,71,SUNNYSIDE,D,Southeast Division
-95.502690360431487,29.843310892457858,59,1,59,1,107250618,2018-08-23T01:38:00.000Z,6151,5F30,5,Theft,7400-7499 HILLMONT,Apartment Parking Lot,3077056.24716,13870750.64345,77040,3,4,FAIRBANKS / NORTHWEST CROSSING,A,Northwest Division
-95.377198820329383,29.733436177770081,60,1,60,1,105859718,2018-08-19T21:45:00.000Z,6143,10H40,10,Theft,4100-4199 LA BRANCH,"Road, Street, or Sidewalk",3118058.69135,13832025.99919,77004,3,62,MIDTOWN,D,South Central Division
-95.382991678895621,29.761242379114496,61,1,61,1,105864718,2018-08-19T23:10:00.000Z,6141,1A20,1,Theft,1100-1199 ALLEN PKWY IB,Other Parking Lot,3115908.47016,13842075.55025,77019,3,60,FOURTH WARD,C,Central Division
-95.576644350964216,29.798303628185035,62,1,62,1,104279518,2018-08-15T17:00:00.000Z,6131,4F30,4,Theft,1700-1799 UPLAND,Apartment Parking Lot,3054100.58344,13853697.55004,77043,3,10,SPRING BRANCH WEST,A,Northwest Division
-95.298753720648165,29.703764780206381,63,1,63,1,104246818,2018-08-15T17:00:00.000Z,6151,13D10,13,Theft,6800-6899 GULF ,Commercial Parking Lot or,3143283.39989,13822021.3688,77087,3,69,GULFGATE RIVERVIEW / PINE VALLEY,I,Southeast Division
-95.366374292653461,29.756728209054547,64,1,64,1,108970318,2018-08-27T04:40:00.000Z,4042,1A10,1,Aggravated Assault,900-999 LAMAR,"Road, Street, or Sidewalk",3121229.22331,13840598.23902,77002,3,61,DOWNTOWN,I,Downtown Division
-95.347607324596908,29.853589735676316,65,1,65,1,105155518,2018-08-17T21:30:00.000Z,7031,7C30,7,Auto Theft,2400-2499 PRIEST,Driveway,3126081.06965,13875989.25085,77093,3,46,EASTEX - JENSEN AREA,B,Northeast Division
-95.338471342634008,29.767328120686273,66,1,66,1,107371418,2018-08-23T11:27:00.000Z,6191,7C10,7,Theft,3100-3199 GILLESPIE,"Other, Unknown, or Not Li",3129957.57942,13844726.93545,77020,3,55,GREATER FIFTH WARD,B,Northeast Division
-95.504631056731412,29.638558752762531,67,1,67,1,108960918,2018-08-27T03:26:00.000Z,4014,17E40,17,Aggravated Assault,14500-14599 FONMEADOW,Apartment Parking Lot,3078666.21556,13796310.74943,77035,3,36,BRAYS OAKS,K,South Gessner Division
-95.541781283904044,29.957847832129055,68,1,68,1,107474018,2018-08-22T17:30:00.000Z,6073,22B10,22,Theft,1400-1499 WILLOWBROOK MALL,Department or Discount St,3063437.65418,13912015.4226,77070,3,1,WILLOWBROOK,A,North Belt Division
-95.394078854031591,29.783820390024101,69,1,69,1,109027018,2018-08-26T19:00:00.000Z,7031,2A30,2,Auto Theft,700-799 ARLINGTON,Driveway,3112139.35291,13850173.2296,77007,3,15,GREATER HEIGHTS,C,Central Division
-95.404996955934934,29.863683108190056,70,1,70,1,107504818,2018-08-23T16:55:00.000Z,6191,6B20,6,Theft,7000-7099 NORTH ,"Physician, Doctor, Dentis",3107785.13575,13879094.35031,77091,3,45,NORTHSIDE/NORTHLINE,H,North Division
-95.382864091120709,29.738901873655031,71,1,71,1,110231918,2018-08-22T00:01:00.000Z,3041,1A20,1,Robbery,200-299 W ALABAMA,Apartment,3116200.1486,13833956.91301,77006,3,24,NEARTOWN - MONTROSE,C,Central Division
-95.483177697258995,29.827336685146129,72,1,72,1,21107204,2018-08-30T09:54:00.000Z,2023,3B10,3,Rape,6300-6399 UNDERHILL,"Other, Unknown, or Not Li",3083414.03412,13865129.82831,77092,3,11,LANGWOOD,A,North Division
-95.458991498559413,29.865664832227427,73,1,73,1,112252218,2018-09-03T00:30:00.000Z,4043,6B30,6,Aggravated Assault,7200-7299 W TC JESTER ,Apartment,3090657.3251,13879292.6257,77088,3,5,GREATER INWOOD,A,North Division
-95.512939075908051,29.655986606873643,74,1,74,1,116135318,2018-09-12T16:29:00.000Z,6021,17E40,17,Theft,7700-7799 W BELLFORT,Grocery Store or Supermar,3075839.36498,13802566.35724,77071,2,36,BRAYS OAKS,K,South Gessner Division
-95.260714507311036,30.032038431078323,75,1,75,1,108396918,2018-08-24T12:00:00.000Z,5032,24C50,24,Burglary,100-199 LAKESIDE,Residence or House,3151536.8393,13941720.30919,77339,3,43,KINGWOOD AREA,E,Kingwood Division
-95.424661247671779,29.961321186377802,76,1,76,1,112058218,2018-09-03T03:30:00.000Z,5001,22B20,22,Burglary,13500-13599 NORTHBOROUGH,Apartment,3100470.02169,13914393.02583,77067,3,2,GREATER GREENSPOINT,B,North Belt Division
-95.366817999421727,29.833709081998641,77,1,77,1,110060718,2018-08-27T08:00:00.000Z,6191,3B50,3,Theft,500-599 APACHE,"Road, Street, or Sidewalk",3120219.01302,13868573.60691,77022,3,45,NORTHSIDE/NORTHLINE,H,North Division
-95.60352925714281,29.692219285608434,78,1,78,1,106482318,2018-08-20T22:00:00.000Z,6191,19G30,19,Theft,12600-12699 ASHFORD RIVER,Residence or House,3046697.53478,13814889.37635,77072,3,25,ALIEF,F,Westside Division
-95.486642641285613,29.641595821917189,79,1,79,1,106900718,2018-08-21T16:00:00.000Z,6191,15E20,15,Theft,5700-5799 FARWELL,Residence or House,3084344.6284,13797585.79727,77035,3,37,WESTBURY,K,Southwest Division
-95.526249294979337,29.737311779343035,80,1,80,1,106904118,2018-08-21T20:00:00.000Z,6141,18F40,18,Theft,9200-9299 WESTHEIMER,Garage or Carport,3070735.62846,13831999.72764,77063,3,20,MID WEST,G,Midwest Division
-95.342693758504041,29.708119797737719,81,1,81,1,106906518,2018-08-21T22:30:00.000Z,6141,10H60,10,Theft,5300-5399 CALHOUN,"Road, Street, or Sidewalk",3129291.82775,13823165.44772,77021,3,83,MACGREGOR,D,South Central Division
-95.332971324929375,29.700271194776271,82,1,82,1,110690118,2018-08-30T21:30:00.000Z,5041,14D10,14,Burglary,5200-5299 CORTELYOU,Grocery Store or Supermar,3132466.08556,13820409.4923,77021,3,68,GREATER OST / SOUTH UNION,D,Southeast Division
-95.38563671929407,29.720926236420443,83,1,83,1,104219918,2018-08-15T22:00:00.000Z,6131,10H70,10,Theft,1600-1699 HERMANN,Apartment Parking Lot,3115522.66765,13827396.31317,77004,3,66,MUSEUM PARK,D,South Central Division
-95.477025539510379,29.683187044710447,84,1,84,1,104217018,2018-08-15T21:00:00.000Z,6133,15E10,15,Theft,8900-8999 CHIMNEY ROCK,Apartment Parking Lot,3086942.58822,13812794.46545,77096,3,31,MEYERLAND AREA,C,Southwest Division
-95.447544406221112,29.875464406319608,85,1,85,1,111965918,2018-09-02T22:01:00.000Z,4043,6B40,6,Aggravated Assault,8200-8299 MOON BEAM,"Road, Street, or Sidewalk",3094175.59485,13882964.58356,77088,3,6,ACRES HOME,B,North Division
-95.217389441844645,29.617823382539555,86,1,86,1,110328518,2018-08-30T03:30:00.000Z,6131,12D30,12,Theft,12400-12499 GULF ,"Hotel, Motel, Inn, Etc.",3170110.20669,13791613.49554,77034,3,80,SOUTH BELT / ELLINGTON,E,Clear Lake Division
-95.624594254297065,29.766679510224879,87,1,87,1,110685418,2018-08-30T16:00:00.000Z,6141,20G80,20,Theft,1100-1199 ELDRIDGE ,Restaurant or Cafeteria P,3039231.04915,13841760.64048,77077,3,17,ELDRIDGE / WEST OAKS,G,Westside Division
-95.311268490267892,29.785997362065046,88,1,88,1,114386918,2018-09-06T12:00:00.000Z,6191,9C20,9,Theft,100-199 SHOTWELL,Residence or House,3138369.51827,13851783.54448,77020,3,56,DENVER HARBOR / PORT HOUSTON,H,Northeast Division
-95.582042211873642,29.736622295000508,89,1,89,1,106880718,2018-08-22T09:10:00.000Z,6073,20G40,20,Theft,11500-11599 WESTHEIMER,Drug Store or Medical Sup,3053044.75092,13831227.50269,77077,3,18,BRIAR FOREST,G,Westside Division
-95.46365257666811,29.740712790458431,90,1,90,1,114423518,2018-09-08T15:38:00.000Z,6141,18F20,18,Theft,5000-5099 WESTHEIMER,Mall Parking Lot,3090554.39318,13833831.15492,77056,2,21,GREATER UPTOWN,G,Midwest Division
-95.383716028194911,29.757668929470913,91,1,91,1,108341018,2018-08-25T00:01:00.000Z,6061,1A20,1,Theft,1600-1699 W DALLAS,Apartment,3115718.93529,13840769.63325,77019,3,60,FOURTH WARD,C,Central Division
-95.478624561633708,29.592183525234699,92,1,92,1,106316018,2018-08-20T23:38:00.000Z,3001,16E40,16,Robbery,16200-16299 CANARIDGE,"Road, Street, or Sidewalk",3087431.31501,13779703.13791,77053,3,41,FORT BEND HOUSTON,K,Southwest Division
-95.49086289603575,29.695975736598356,93,1,93,1,115683218,2018-09-11T14:00:00.000Z,6073,17E10,17,Theft,6200-6299 BISSONNET,Clothing Store,3082411.44507,13817310.63258,77081,2,27,GULFTON,J,South Gessner Division
-95.510946965982654,29.659139369649623,94,1,94,1,105687218,2018-08-19T09:45:00.000Z,5022,17E40,17,Burglary,11100-11199 BRAESRIDGE,Apartment,3076437.58684,13803731.13936,77071,3,36,BRAYS OAKS,K,South Gessner Division
-95.465402184198709,29.784300462295146,95,1,95,1,106357618,2018-08-21T03:14:00.000Z,4043,5F10,5,Aggravated Assault,7600-7699 KATY ,"Road, Street, or Sidewalk",3089520.46615,13849657.16293,77055,3,86,SPRING BRANCH EAST,A,Northwest Division
-95.144313124126825,29.559526777643622,96,1,96,1,112059118,2018-09-03T03:30:00.000Z,5001,12D70,12,Burglary,500-599 EL DORADO,Apartment,3194014.48525,13771185.302,77598,3,81,CLEAR LAKE,E,Clear Lake Division
-95.360412682823466,29.788120718026931,97,1,97,1,107359018,2018-08-22T17:00:00.000Z,7001,2A10,2,Auto Theft,2900-2999 FULTON,Apartment Parking Lot,3122764.66735,13852066.98532,77009,3,51,NEAR NORTHSIDE,H,Central Division
-95.278362062623188,29.71808097435451,98,1,98,1,114791218,2018-09-09T11:50:00.000Z,6141,11H20,11,Theft,900-999 BROADWAY,Restaurant or Cafeteria P,3149587.93018,13827429.93712,77012,2,65,HARRISBURG / MANCHESTER,I,Eastside Division
-95.538618783024475,29.73718379774764,99,1,99,1,112642818,2018-09-04T16:00:00.000Z,6141,18F40,18,Theft,9600-9699 WESTHEIMER,Grocery Store or Supermar,3066813.27229,13831836.83778,77063,3,20,MID WEST,G,Midwest Division
-95.377169747503189,29.766232763528148,100,1,100,1,103903918,2018-08-14T22:00:00.000Z,6161,2A40,2,Theft,1900-1999 KANE,Commercial Or Training Sc,3117698.53771,13843946.52643,77007,3,22,WASHINGTON AVENUE COALITION / MEMORIAL PARK,H,Central Division
-95.37984557910724,29.747733504127464,101,1,101,1,103943218,2018-08-15T13:50:00.000Z,6141,1A20,1,Theft,2700-2799 BAGBY,Restaurant or Cafeteria P,3117058.20659,13837196.48673,77006,3,62,MIDTOWN,C,Central Division
-95.146038245260101,29.544880596975538,102,1,102,1,110924818,2018-08-31T13:32:00.000Z,7031,12D70,12,Auto Theft,18900-18999 IH 45 ,Freeway Service Road,3193641.82817,13765844.52666,,3,81,CLEAR LAKE,E,Clear Lake Division
-95.478550484670535,29.850259219351312,103,1,103,1,109646018,2018-08-27T23:00:00.000Z,6131,6B30,6,Theft,5700-5799 LOST FOREST,"Road, Street, or Sidewalk",3084629.56922,13873505.82603,77092,3,5,GREATER INWOOD,C,North Division
-95.475001011260019,29.843661597627751,104,1,104,1,108239018,2018-08-25T10:20:00.000Z,11,3B10,3,Murder,5800-5899 BIRCHMONT,Residence or House,3085826.54045,13871141.61771,77092,3,12,CENTRAL NORTHWEST,C,North Division
-95.338022830269779,29.678304625984385,105,1,105,1,108545218,2018-08-26T00:38:00.000Z,5001,14D30,14,Burglary,5400-5499 BURMA,Residence or House,3131113.26483,13812375.4988,77033,3,72,SOUTH PARK,D,Southeast Division
-95.469108359753221,29.854492358498895,106,1,106,1,106770118,2018-08-21T23:50:00.000Z,4042,6B30,6,Aggravated Assault,5500-5599 DE SOTO,Apartment,3087574.88408,13875134.71747,77091,3,5,GREATER INWOOD,A,North Division
-95.45937556822166,29.817521403884228,107,1,107,1,107600618,2018-08-23T21:40:00.000Z,3001,3B10,3,Robbery,3200-3299 MANGUM,Apartment Parking Lot,3091065.58551,13861789.89334,77092,3,12,CENTRAL NORTHWEST,A,North Division
-95.579076708428275,29.784119234992808,108,1,108,1,105102018,2018-08-18T02:00:00.000Z,7001,20G50,20,Auto Theft,11100-11199 KATY ,Hotel or Motel Parking Lo,3053480.3207,13848519.19374,77079,3,16,MEMORIAL,G,Westside Division
-95.415015000315975,29.94520247268672,109,1,109,1,103975418,2018-08-14T18:00:00.000Z,6071,22B20,22,Theft,12300-12399 NORTH ,Mall Common Area,3103702.76395,13908627.58661,77060,3,2,GREATER GREENSPOINT,B,North Belt Division
-95.550036692840081,29.652770481456137,110,1,110,1,105859818,2018-08-19T23:00:00.000Z,2004,17E30,17,Rape,11900-11999 S SAM HOUSTON PKWY W,"Hotel, Motel, Inn, Etc.",3064096.72613,13801048.01509,77031,3,36,BRAYS OAKS,K,South Gessner Division
